Date,AAPL,MSFT
2021-03-04,0.5140133666909319,0.5887994997927248
2021-03-05,0.47462263425221285,0.4882748822907822
2021-03-08,0.4052960290076121,0.5571708632947154
2021-03-09,0.4980706991701417,0.6166085854636255
2021-03-10,0.5412838751065701,0.5487884039416464
2021-03-11,0.4607535462886493,0.5155721490765515
2021-03-12,0.47519226092216993,0.5733320140511335
2021-03-15,0.2996797624552612,0.5895842721736435
2021-03-16,0.4458807641815672,0.5429277577757601
2021-03-17,0.4561232101915995,0.597098856178147
2021-03-18,0.5967295507050283,0.638849552807434
2021-03-19,0.5579174253766628,0.4820026523000991
2021-03-22,0.41806531233115163,0.5122588086923954
2021-03-23,0.4169677626075705,0.5560948760663715
2021-03-24,0.4164211571891434,0.5703302990053116
2021-03-25,0.5409018995615018,0.718720201839286
2021-03-26,0.3394453833478208,0.46290422220906935
2021-03-29,0.34018519664338087,0.413132311625946
2021-03-30,0.276786891089261,0.4255429349247797
2021-03-31,0.2694044190526601,0.48195824983317703
2021-04-01,0.3345660755271965,0.4084685974007527
2021-04-05,0.4136506784208366,0.37426477932075364
2021-04-06,0.5414403840473283,0.46241761783443824
2021-04-07,0.6149080607616121,0.39957559008956445
2021-04-08,0.6512761730610537,0.6518431164586025
2021-04-09,0.5781303082042086,0.5228537656183982
2021-04-12,0.85983611657796,0.7356015216510806
2021-04-13,0.670759909126162,0.6097210356473508
2021-04-14,0.6525564411289413,0.6205227379999716
2021-04-15,0.6644894025345034,0.5922306725849662
2021-04-16,0.6625886775544527,0.6127844883767817
2021-04-19,0.6570805221446538,0.7101695503663494
2021-04-20,0.6385778876393505,0.6211518565944856
2021-04-21,0.5768996411813733,0.5182674347817653
2021-04-22,0.6016417956825224,0.6335734423008706
2021-04-23,0.4611270357777715,0.6583841829451674
2021-04-26,0.46181209817566937,0.6179046830789277
2021-04-27,0.5128811317391018,0.518349862918751
2021-04-28,0.5268532668852017,0.5958432069748252
2021-04-29,0.6668681593719583,0.6844790311417568
2021-04-30,0.47981534963811134,0.5425370995921553
2021-05-03,0.5279206534871841,0.5961675198511318
2021-05-04,0.4704799060142816,0.43638889309783013
2021-05-05,0.4166817340664718,0.4956853512514061
2021-05-06,0.40856606592689604,0.3369121035701764
2021-05-07,0.38947386767939973,0.6012518989784623
2021-05-10,0.3366934839462361,0.5000481965621106
2021-05-11,0.38579908700978094,0.472363316055187
2021-05-12,0.5883160360447687,0.6497402246824856
2021-05-13,0.5796767770924045,0.6762998233921744
2021-05-14,0.519426485061202,0.5755321331002428
2021-05-17,0.5687962564358927,0.6080488329922697
2021-05-18,0.5651069847167933,0.6766103460182397
2021-05-19,0.5699986838256981,0.6397578320759055
2021-05-20,0.5820840854434249,0.623949455029287
2021-05-21,0.3219079337231645,0.4067354707500276
2021-05-24,0.36025783172167003,0.4333148343377271
2021-05-25,0.5089664233359692,0.5591683571296517
2021-05-26,0.418470844400203,0.49771988052659677
2021-05-27,0.34395481637686376,0.4592924542844933
2021-05-28,0.5285920045706216,0.5596883033588447
2021-06-01,0.38955273116139544,0.5405461687424078
2021-06-02,0.36934177107658916,0.4593934837594913
2021-06-03,0.3474104498862616,0.4326654858522515
2021-06-04,0.35052469633895744,0.4307306583644599
2021-06-07,0.3912715813745672,0.4720979037212397
2021-06-08,0.5288718670828916,0.5272729824952137
2021-06-09,0.3967960574291849,0.5028095029711039
2021-06-10,0.4040924326408517,0.7128990663003465
2021-06-11,0.37356166980822825,0.6190782334389939
2021-06-14,0.41712535307964327,0.4945412238852783
2021-06-15,0.45056266630477404,0.5263984863670512
2021-06-16,0.4424345585457826,0.6331159883214038
2021-06-17,0.4553257582004311,0.6061464832635937
2021-06-18,0.7649355062885497,0.6770739932327802
2021-06-21,0.46673643059456693,0.44900920282949675
2021-06-22,0.48535895761931547,0.4389051779701896
2021-06-23,0.4779036376702581,0.4844495943421727
2021-06-24,0.5023038392090993,0.5096242229864962
2021-06-25,0.42767046247529683,0.5488916007250443
2021-06-28,0.4374095636905415,0.4505266571019062
2021-06-29,0.5175653181309239,0.46367811572616335
2021-06-30,0.566478406047314,0.6155392849028968
2021-07-01,0.6178475483924355,0.5636021374500353
2021-07-02,0.8044370161032289,0.6266131833058033
2021-07-06,0.8192620292358305,0.483302314774418
2021-07-07,0.7999060136988512,0.39004240794466427
2021-07-08,0.7177323294281409,0.4552043146581404
2021-07-09,0.7849330087526178,0.3980794562967662
2021-07-12,0.8140210530332597,0.44103726887225214
2021-07-13,0.7146888637576125,0.5140307768817656
2021-07-14,0.7414135478176127,0.5536928400689788
2021-07-15,0.7742831180290061,0.5283196882698271
2021-07-16,0.6861492952832579,0.46983886055943247
2021-07-19,0.6638236880741737,0.5738581079157301
2021-07-20,0.7254459813456237,0.4703663800187198
2021-07-21,0.6675357690324131,0.5995538377318643
2021-07-22,0.5473380380075024,0.517511376046481
2021-07-23,0.6093153255206953,0.4437922987661286
2021-07-26,0.6429371307575413,0.49500214714868973
2021-07-27,0.6559350459724944,0.6015853975457904
2021-07-28,0.80389285233714,0.6108403487989409
2021-07-29,0.7741186232013554,0.49005166329107686
2021-07-30,0.8029193526233034,0.5928077296334762
2021-08-02,0.7860862335270967,0.6516092584939651
2021-08-03,0.6806606479960678,0.54629821303428
2021-08-04,0.5630583674001096,0.5270420534631101
2021-08-05,0.5225919102619778,0.5223044333937045
2021-08-06,0.3914032877818111,0.3888793762916477
2021-08-09,0.5682752709018919,0.5341266266105433
2021-08-10,0.5478008361181154,0.6077225325598212
2021-08-11,0.44477878669195103,0.42473039669234136
2021-08-12,0.6160138412727552,0.4830483082636342
2021-08-13,0.4433616831675222,0.40355462595873626
2021-08-16,0.4840299690370439,0.4272975696279203
2021-08-17,0.4229061157454327,0.44529216114775894
2021-08-18,0.6546827251381937,0.4947193398704385
2021-08-19,0.5598993870030116,0.6904704827473334
2021-08-20,0.6991545049235669,0.5916029630884393
2021-08-23,0.6780813658235076,0.5951333515134956
2021-08-24,0.6876779774680627,0.6483828983969104
2021-08-25,0.7233855961114841,0.6284439413662214
2021-08-26,0.7365970523390821,0.6197113832850866
2021-08-27,0.7648735424731609,0.7630250978825678
2021-08-30,0.4279708579012257,0.5030182373936374
2021-08-31,0.4619279897318842,0.5476499222579645
2021-09-01,0.67782439128976,0.6733304195053299
2021-09-02,0.39695061068173954,0.49042986287571255
2021-09-03,0.6458025671054305,0.6058776933950054
2021-09-07,0.7290269073238118,0.6608440121571918
2021-09-08,0.7318068339265452,0.5594591933103794
2021-09-09,0.6872895531884858,0.6806472665412422
2021-09-10,0.6211639661685346,0.6228247990328837
2021-09-13,0.529506413918203,0.5158931424902187
2021-09-14,0.6056242750467566,0.7597039050194359
2021-09-15,0.5255241805420732,0.5301079795417811
2021-09-16,0.4954406765198085,0.6556056859545336
2021-09-17,0.46691226702789257,0.4863389751812004
2021-09-20,0.6319747029171849,0.7295558616647833
2021-09-21,0.5926812917640535,0.7908463236193641
2021-09-22,0.6331940898754519,0.7906729350541208
2021-09-23,0.6527846172793523,0.7499546190255403
2021-09-24,0.6633739807449146,0.8319643710985166
2021-09-27,0.6347168745379972,0.7159774525060358
2021-09-28,0.36823439866501406,0.5000056453606754
2021-09-29,0.34843809628919287,0.3804506908156854
2021-09-30,0.7201517500834306,0.49868443518188477
2021-10-01,0.3903234972563908,0.3267612616385722
2021-10-04,0.5571294626715821,0.4388426241731126
2021-10-05,0.45255704113764605,0.4293004553950376
2021-10-06,0.41012856276643483,0.4983646131370897
2021-10-07,0.46329551898088683,0.38504858471935954
2021-10-08,0.6068060832647536,0.5793085570806561
2021-10-11,0.5557839321239589,0.5592684049765372
2021-10-12,0.4683980307612615,0.6270847726377455
2021-10-13,0.43688584514725914,0.5380705705913864
2021-10-14,0.3633061909221472,0.36139711883088677
2021-10-15,0.6227352808024957,0.4576946125140474
2021-10-18,0.4043906544576441,0.5355569084751561
2021-10-19,0.45102815806016616,0.5554367273079949
2021-10-20,0.42904106096570227,0.5095718580849631
2021-10-21,0.4592003755221473,0.6642645045237369
2021-10-22,0.5894389097968961,0.642311889601556
2021-10-25,0.5052312736156315,0.6745307188943868
2021-10-26,0.4303225552245109,0.5485895983829117
2021-10-27,0.4735413474252149,0.6117577165965544
2021-10-28,0.8009768134081914,0.5013192261603137
2021-10-29,0.6463389826384958,0.41042929255310867
2021-11-01,0.7520418077937963,0.5085703490754754
2021-11-02,0.6415733027840885,0.4373847493988027
2021-11-03,0.6564524559692975,0.4103831509072866
2021-11-04,0.6565997835940043,0.3965967727852414
2021-11-05,0.7631272294270978,0.516162863728719
2021-11-08,0.6987825623357147,0.4627228578161493
2021-11-09,0.6645381634021563,0.44084050842397793
2021-11-10,0.7571992523342932,0.6209295374279742
2021-11-11,0.6908964484489807,0.6407193156792732
2021-11-12,0.6709806039449598,0.6023362401302381
2021-11-15,0.8862049251485098,0.7694936406334537
2021-11-16,0.8672191740052793,0.6876624876607831
2021-11-17,0.8120531590390492,0.519513318622376
2021-11-18,0.8527565282674924,0.6316578223841633
2021-11-19,0.8806454917728567,0.6191458711130531
2021-11-22,0.8866627561362185,0.4506629684988198
2021-11-23,0.8957301583936748,0.5274278762352582
2021-11-24,0.8985341729905449,0.47049810287359106
2021-11-26,0.9003867274992752,0.5681938344031727
2021-11-29,0.7905261701394475,0.48452070187566054
2021-11-30,0.7590650058321671,0.48606849250992534
2021-12-01,0.7441921684564564,0.7291379084692926
2021-12-02,0.7845628863916333,0.8756595786692263
2021-12-03,0.7514716879822729,0.7922185310181182
2021-12-06,0.7512923350288156,0.6934353879052104
2021-12-07,0.8598268288854795,0.797039232750411
2021-12-08,0.9290657704294907,0.7661064724766324
2021-12-09,0.9086537270664192,0.7414903192194414
2021-12-10,0.8838006738063366,0.6795798039283396
2021-12-13,0.8382053443995761,0.682792199372044
2021-12-14,0.9228591425635553,0.8725869170073208
2021-12-15,0.858606204365365,0.6765657303686046
2021-12-16,0.8837685833019308,0.7723778424510575
2021-12-17,0.8839896096953789,0.9138730773831518
2021-12-20,0.8461921863691122,0.9105719578844621
2021-12-21,0.7211518786747092,0.7946050638605883
2021-12-22,0.5770615127646644,0.2982840007851485
2021-12-23,0.5606808904811738,0.31380927933968594
2021-12-27,0.49471969523355774,0.3632859395520883
2021-12-28,0.7856667129182754,0.4968890258818326
2021-12-29,0.5327417661990383,0.2967294631541938
2021-12-30,,
